Source,Date,PO,Client,Route,Aircraft,Tail,Operator,Pay Terms,Client Invoiced,Operator Paid,Margin,Funded By,Deposited To,Check/Deposit #,Jonny Profits,Jonny Invested,Jonny Owed,Jonny Returned,Client Paid?,OnFly Paid?,Investor Paid?,Operator Paid?,Bill in QB?,Referral,Referral Paid?
Live,2026-08-15,PO #00355,PSA Airlines,KDAY → KMCI,C310,N4358C,"Sonrise Aviation, LLC",Net 30,8100.0,6325.0,1775.0,Jonny 1%,,,63.25,6325.0,6388.25,0.0,No,No,No,No,No,,No
Live,2026-08-13,PO #VG081303,Piedmont Airlines,KROA → KHSV,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,8500.0,7341.03,1158.97,Jonny 1%,,,73.41,7341.03,7414.44,0.0,No,No,No,Yes,No,,No
Live,2026-08-13,PO #VG081207,Piedmont Airlines,KCLT → KHSV,Barron,N4380W,Axio,Net 30,5900.0,4528.0,1372.0,Jonny 1%,,,45.28,4528.0,4573.28,0.0,No,No,No,Yes,No,,No
Live,2026-08-12,PO #00354,PSA Airlines,KCVG → KMSN,C310,N6209X,Miller Aviation,Net 30,6600.0,4400.0,2200.0,Jonny 1%,,,44.0,4400.0,4444.0,0.0,No,No,No,No,No,,No
Live,2026-08-12,PO #00353,PSA Airlines,KCAK → KBDL,Aerostar,N52MG,"CASTLE AIR CHARTERS, LTD",Net 30,6100.0,4000.0,2100.0,Jonny 1%,,,40.0,4000.0,4040.0,0.0,No,No,No,Yes,No,,No
Live,2026-08-11,PO #00352,PSA Airlines,KCAK → KSHV,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,15100.0,12718.1,2381.9,Jonny 1%,,,127.18,12718.1,12845.28,0.0,No,No,No,Yes,No,,No
Live,2026-08-07,PO #00351,PSA Airlines,KCAK → KBGR,C310,N6209X,Miller Aviation,Net 30,10800.0,9309.53,1490.47,Jonny 1%,,,93.1,9309.53,9402.63,0.0,No,No,No,Yes,No,,No
Live,2026-08-06,PO #00350,PSA Airlines,KGSP → CYYZ,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,13250.0,11812.28,1437.72,Jonny 1%,,,118.12,11812.28,11930.4,0.0,No,No,No,Yes,No,,No
Live,2026-08-06,PO #VG080507,Piedmont Airlines,KROA → KFWA,C310,N6209X,Miller Aviation,Net 30,6800.0,5400.0,1400.0,Jonny 1%,,,54.0,5400.0,5454.0,0.0,No,No,No,Yes,No,,No
Live,2026-08-01,PO #00349,PSA Airlines,KDFW → KHRL,Mitsubishi MU2,N175CA,OK Air 1st,Net 30,13900.0,13075.0,825.0,Jonny 1%,,,130.75,13075.0,13205.75,0.0,No,No,No,Yes,No,,No
Live,2026-07-30,PO #00347,PSA Airlines,KCLT → KCVG → KMHT,Baron 58,N283MA,Axio,Net 30,12850.0,11084.0,1766.0,Jonny 1%,,,110.84,11084.0,11194.84,0.0,No,No,No,Yes,No,,No
Live,2026-07-30,PO #00348,PSA Airlines,KORF → KMHT,C310,N15TV,"ACE TRANSPORT SERVICE, INC.",Net 30,10200.0,8859.0,1341.0,Jonny 1%,,,88.59,8859.0,8947.59,0.0,No,No,No,Yes,No,,No
Live,2026-07-28,PO #00346,PSA Airlines,KNQA → KDFW,MU2,N175CA,AIR 1ST AVIATION COMPANIES OF OKLAHOMA INC,Net 30,10600.0,9600.0,1000.0,Jonny 1%,,,96.0,9600.0,9696.0,0.0,No,No,No,Yes,No,,No
Live,2026-07-27,PO #00345,PSA Airlines,KDAY → KMSP,CJ1,N127MJ,Zanesville Aviation,Net 30,4000.0,4000.0,0.0,Jonny 1%,,,40.0,4000.0,4040.0,0.0,No,No,No,Yes,No,,No
Live,2026-07-25,PO #00344,PSA Airlines,KDAY → KDSM,Barron,N758CA,Axio,Net 30,11000.0,9890.0,1110.0,Jonny 1%,,,98.9,9890.0,9988.9,0.0,No,No,No,Yes,No,,No
Live,2026-07-25,PO #00343,PSA Airlines,KCAK → KPVD,C310,N4258C & N5336C,"Sonrise Aviation, LLC",Net 30,16000.0,14572.0,1428.0,Jonny 1%,,,145.72,14572.0,14717.72,0.0,No,No,No,Yes,No,,No
Live,2026-07-25,PO #00342,PSA Airlines,KCVG → KMEM,MU2,N175CA,OK Air 1st,Net 30,14700.0,13300.0,1400.0,Jonny 1%,,,133.0,13300.0,13433.0,0.0,No,No,No,Yes,No,,No
Live,2026-07-24,PO #00341,PSA Airlines,KCAK → KMKE,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,12300.0,10526.25,1773.75,Jonny 1%,,,105.26,10526.25,10631.51,0.0,No,No,No,Yes,No,,No
Live,2026-07-19,PO #00340,PSA Airlines,KPNS → KDFW,MU2,N175CA,AIR 1ST AVIATION COMPANIES OF OKLAHOMA INC,Net 30,15000.0,13900.0,1100.0,Jonny 1%,OFA Biz Acct,PSA ACH #405017,139.0,13900.0,0.0,14039.0,Yes,No,Yes,Yes,No,,No
Live,2026-07-17,PO #00339,PSA Airlines,KDFW → KMAF,MU-2,N175CA,OK Air 1st,Net 30,10600.0,9400.0,1200.0,Jonny 1%,OFA Biz Acct,PSA ACH #405017,94.0,9400.0,0.0,9494.0,Yes,No,Yes,Yes,No,,No
Live,2026-07-16,PO #00338,PSA Airlines,KSAV → KHOU,Barron,N4380W,Axio,Net 30,13100.0,11713.0,1387.0,Jonny 1%,OFA Biz Acct,PSA ACH #405017,117.13,11713.0,0.0,11830.13,Yes,No,Yes,Yes,No,,No
Live,2026-07-13,PO #00337,PSA Airlines,KGSP → KJAX,Baron 58,N4380W,Axio,Net 30,7700.0,5733.0,1967.0,Jonny 1%,OFA Biz Acct,PSA ACH #404739,57.33,5733.0,0.0,5790.33,Yes,No,Yes,Yes,No,,No
Live,2026-07-12,PO #00335,PSA Airlines,KGSP → KPHL,C90,N643EA,EXECUTIVE SHUTTLE,Net 30,10400.0,9195.14,1204.86,Jonny 1%,OFA Biz Acct,PSA ACH #404739,91.95,9195.14,0.0,9287.09,Yes,No,Yes,Yes,No,,No
Live,2026-07-12,PO #00336,PSA Airlines,KDFW → KIAD,King Air 200,N34LT,Axio,Net 30,28750.0,26695.0,2055.0,Jonny 1%,OFA Biz Acct,PSA ACH #404739,266.95,26695.0,0.0,26961.95,Yes,No,Yes,Yes,No,,No
Live,2026-07-10,PO #00602,Trans North,KMSY → KTEB,XLS,N817EG,ENG Aviation,Net 30,45000.0,40292.0,4708.0,Jonny 1%,OFA Biz Acct,Chase - 9200502235,402.92,40292.0,0.0,40694.92,Yes,No,Yes,Yes,No,,No
Live,2026-07-10,PO #00334,PSA Airlines,KGSP → KBGR,C90,N643EA,EXECUTIVE SHUTTLE,Net 30,14400.0,13351.35,1048.65,Jonny 1%,OFA Biz Acct,PSA ACH #404739,133.51,13351.35,0.0,13484.86,Yes,No,Yes,Yes,No,,No
Live,2026-07-09,PO #00333,PSA Airlines,KCLT → KBTV,Barron,N4380W,Axio,Net 30,10575.0,9179.0,1396.0,Jonny 1%,OFA Biz Acct,PSA ACH #404614,91.79,9179.0,0.0,9270.79,Yes,No,Yes,Yes,No,,No
Live,2026-07-08,PO #VG070804,Piedmont Airlines,KROA → KGNV → KROA,C90,N643EA,EXECUTIVE SHUTTLE,Net 30,12600.0,11031.35,1568.65,Jonny 1%,OFA Biz Acct,PDT Check #913788,110.31,11031.35,0.0,11141.66,Yes,No,Yes,Yes,No,,No
Live,2026-07-06,PO #00332,PSA Airlines,KORF → KBDL,C310,N4258C,"Sonrise Aviation, LLC",Net 30,8600.0,7484.35,1115.65,Jonny 1%,OFA Biz Acct,PSA ACH #404614,74.84,7484.35,0.0,7559.19,Yes,No,Yes,Yes,No,,No
Live,2026-07-04,PO #00331,PSA Airlines,KGSP → KXNA,Barron,WILL SEND ,Axio,Net 30,9800.0,8271.0,1529.0,Jonny 1%,OFA Biz Acct,PSA ACH #404504,82.71,8271.0,0.0,8353.71,Yes,No,Yes,Yes,No,,No
Live,2026-07-03,PO #00330,PSA Airlines,KCVG → KBDL,C310,N6209X,Miller Aviation,Net 30,8600.0,7644.35,955.65,Jonny 1%,OFA Biz Acct,PSA ACH #404504,76.44,7644.35,0.0,7720.79,Yes,No,Yes,Yes,No,,No
Live,2026-07-03,PO #00329,PSA Airlines,KDAY → KCAK,Aerostar,N49MG,Castle Aviation,Net 30,6500.0,5350.0,1150.0,Jonny 1%,OFA Biz Acct,PSA ACH #404504,53.5,5350.0,0.0,5403.5,Yes,No,Yes,Yes,No,,No
Live,2026-07-02,PO #00325,PSA Airlines,KHPN → KDAY,DA-42,N443J,Contrail - Charlie,Net 30,8500.0,7450.0,1050.0,Jonny 1%,OFA Biz Acct,PSA ACH #404366,74.5,7450.0,0.0,7524.5,Yes,No,Yes,Yes,No,,No
Live,2026-07-02,PO #00326,PSA Airlines,KDAY → KPHL,DA-42,N433J,Contrail - Charlie,Net 30,3500.0,2130.0,1370.0,Jonny 1%,OFA Biz Acct,PSA ACH #404366,21.3,2130.0,0.0,2151.3,Yes,No,Yes,Yes,No,,No
Live,2026-07-02,PO #00328,PSA Airlines,KCAK → KALB,Aerostar,N52MG,Castle Aviation,Net 30,5600.0,4312.25,1287.75,Jonny 1%,OFA Biz Acct,PSA ACH #404366,43.12,4312.25,0.0,4355.37,Yes,No,Yes,Yes,No,,No
Live,2026-07-02,PO #00327,PSA Airlines,KPHL → KMSN,King Air 90,N825SD,"ACE TRANSPORT SERVICE, INC.",Net 30,21000.0,18460.0,2540.0,Jonny 1%,OFA Biz Acct,PSA ACH #404366,184.6,18460.0,0.0,18644.6,Yes,No,Yes,Yes,No,,No
Live,2026-07-01,PO #00324,PSA Airlines,KDAY → KMSN,C310,N6209X,Miller Aviation,Net 30,5800.0,4100.0,1700.0,Jonny 1%,OFA Biz Acct,PSA ACH #404366,41.0,4100.0,0.0,4141.0,Yes,No,Yes,Yes,No,,No
Live,2026-06-30,PO #00323,PSA Airlines,KDAY → KHPN,C310,N6209X,Miller Aviation,Net 30,8100.0,6713.9,1386.1,Jonny 1%,OFA Biz Acct,PSA ACH #404194,67.14,6713.9,0.0,6781.04,Yes,No,Yes,Yes,No,,No
Live,2026-06-27,PO #00322,PSA Airlines,KCAK → KBUF,C310,N4258C,"Sonrise Aviation, LLC",Net 30,5800.0,4469.78,1330.22,Jonny 1%,OFA Biz Acct,PSA ACH #404194,44.7,4469.78,0.0,4514.48,Yes,No,Yes,Yes,No,,No
Live,2026-06-15,PO #00321,PSA Airlines,KCAK → KHPN,C310,N6209X,"MILLER AVIATION, LLC",Net 30,8300.0,7708.75,591.25,Jonny 1%,OFA Biz Acct,PSA ACH #403805,77.09,7708.75,0.0,7785.84,Yes,No,Yes,Yes,No,,No
Live,2026-06-14,PO #00320,PSA Airlines,KDAY → KMSN,C310,N5336C,Miller Aviation,Net 30,6000.0,4200.0,1800.0,Jonny 1%,OFA Biz Acct,PSA ACH #403805,42.0,4200.0,0.0,4242.0,Yes,No,Yes,Yes,No,,No
Live,2026-06-13,PO #00319,PSA Airlines,KCVG → KDAY → KMSN,C310,N6209X,MILLER AVIATION LLC,Net 30,6400.0,4600.0,1800.0,Jonny 1%,OFA Biz Acct,PSA ACH #403701,46.0,4600.0,0.0,4646.0,Yes,No,Yes,Yes,No,,No
Live,2026-06-12,PO #00318,PSA Airlines,KCVG → KDFW,Falcon 20,N20WK,ROYAL AIR CHARTER,Net 30,25100.0,21412.9,3687.1,Jonny 1%,OFA Biz Acct,PSA ACH #403701,214.13,21412.9,0.0,21627.03,Yes,No,Yes,Yes,No,,No
Live,2026-06-11,PO #00316,PSA Airlines,KCAK → KDFW,C310,N1908G,AIR Z FLYING SERVICE (Larry),Net 30,13450.0,12000.0,1450.0,Jonny 1%,OFA Biz Acct,PSA ACH #403701,120.0,12000.0,0.0,12120.0,Yes,No,Yes,Yes,No,,No
Live,2026-06-10,PO #00315,PSA Airlines,KSAV → KPNS,SR-22,N606MF,Axio,Net 30,7900.0,7000.0,900.0,Jonny 1%,OFA Biz Acct,PSA ACH #403701,70.0,7000.0,0.0,7070.0,Yes,No,Yes,Yes,No,,No
Live,2026-06-03,PO #00314,PSA Airlines,KNQA → KCLT,C404,N103RC,"Sonrise Aviation, LLC",Net 30,9700.0,8495.0,1205.0,Jonny 1%,OFA Biz Acct,PSA ACH #403342,84.95,8495.0,0.0,8579.95,Yes,No,Yes,Yes,No,,No
Live,2026-06-02,PO #00313,PSA Airlines,KCAK → KMSP,C310 / Carvan ,C310 = N4284M CARAVAN =  N179SA,"Sonrise Aviation, LLC",Net 30,18300.0,16800.0,1500.0,Jonny 1%,OFA Biz Acct,PSA ACH #403342,168.0,16800.0,0.0,16968.0,Yes,No,Yes,Yes,No,,No
Live,2026-05-30,PO #00311,PSA Airlines,KCAK → KBTV,Piper Aerostar,N52MG,CASTLE AVIATION INC,Net 30,6600.0,5070.0,1530.0,Jonny 1%,OFA Biz Acct,PSA ACH #403214,50.7,5070.0,0.0,5120.7,Yes,No,Yes,Yes,No,,No
Live,2026-05-30,PO #00312,PSA Airlines,KDAY → KMSY,Aerostar,N52MG,Castle Aviation,Net 30,11750.0,7515.79,4234.21,Jonny 1%,OFA Biz Acct,PSA ACH #403214,75.16,7515.79,0.0,7590.95,Yes,No,Yes,Yes,No,,No
Live,2026-05-28,PO #00310,PSA Airlines,KDAY → KROC,C310,N1908G,AIR Z FLYING SERVICE (Larry),Net 30,6000.0,4500.0,1500.0,Jonny 1%,OFA Biz Acct,PSA ACH #403214,45.0,4500.0,0.0,4545.0,Yes,No,Yes,Yes,No,,No
Live,2026-05-27,PO #00309,PSA Airlines,KCAK → KCVG → KPIA,C404,N103RC,"Sonrise Aviation, LLC",Net 30,10000.0,8482.0,1518.0,Jonny 1%,OFA Biz Acct,PSA ACH #403080,84.82,8482.0,0.0,8566.82,Yes,No,Yes,Yes,No,,No
Live,2026-05-26,PO #00307,PSA Airlines,KGSP → KBTR,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,9800.0,8551.24,1248.76,Jonny 1%,OFA Biz Acct,PSA ACH #403080,85.51,8551.24,0.0,8636.75,Yes,No,Yes,Yes,No,,No
Live,2026-05-26,PO #00308,PSA Airlines,KDAY → KCAK → KHPN,C310,N6209X,"MILLER AVIATION, LLC",Net 30,8100.0,6623.9,1476.1,Jonny 1%,OFA Biz Acct,PSA ACH #403080,66.24,6623.9,0.0,6690.14,Yes,No,Yes,Yes,No,,No
Live,2026-05-26,PO #00305,PSA Airlines,KCVG → KDFW,C310,N2738B,"Sonrise Aviation, LLC",Net 30,10800.0,10083.93,716.07,Jonny 1%,OFA Biz Acct,PSA ACH #403080,100.84,10083.93,0.0,10184.77,Yes,No,Yes,Yes,No,,No
Live,2026-05-26,PO #00306,PSA Airlines,KDAY → KCLT,C310,N5336C,Miller Aviation,Net 30,5750.0,5115.0,635.0,Jonny 1%,OFA Biz Acct,PSA ACH #403080,51.15,5115.0,0.0,5166.15,Yes,No,Yes,Yes,No,,No
Live,2026-05-24,PO #00304,PSA Airlines,KDAY → KXNA,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,12500.0,11830.63,669.37,Jonny 1%,OFA Biz Acct,PSA ACH #402964,118.31,11830.63,0.0,11948.94,Yes,No,Yes,Yes,No,,No
Live,2026-05-23,PO #00303,PSA Airlines,KDAY → KCAK → KXNA,C310,N6209X,"MILLER AVIATION, LLC",Net 30,9500.0,8060.0,1440.0,Jonny 1%,OFA Biz Acct,PSA ACH #402964,80.6,8060.0,0.0,8140.6,Yes,No,Yes,Yes,No,,No
Live,2026-05-22,PO #00302,PSA Airlines,KCVG → CYUL,Aerostar,TBD,"CASTLE AIR CHARTERS, LTD",Net 30,10500.0,8920.0,1580.0,Jonny 1%,OFA Biz Acct,PSA ACH #402964,89.2,8920.0,0.0,9009.2,Yes,No,Yes,Yes,No,,No
Live,2026-05-21,PO #00301,PSA Airlines,KCLT → KLFT,Cheyenne ,N154CA,FedAir (Mario),Net 30,25000.0,24500.0,500.0,Jonny 1%,OFA Biz Acct,PSA ACH #402964,245.0,24500.0,0.0,24745.0,Yes,No,Yes,Yes,No,,No
Live,2026-05-19,PO #00601,Bill Lawson,KJWN → KMLU → KJWN,King Air 90,N643EA,EXECUTIVE SHUTTLE,Due Before the Trip. ,13500.0,10995.0,2505.0,Jonny 1%,OFA Biz Acct,TWO QB Deposits,109.95,10995.0,0.0,11104.95,Yes,No,Yes,Yes,No,,No
Live,2026-05-17,PO #00300,PSA Airlines,KCAK → KMCI,Piper Cheyenne,N154CA,FedAir (Mario),Net 30,21000.0,19500.0,1500.0,Jonny 1%,OFA Biz Acct,PSA ACH #402692,195.0,19500.0,0.0,19695.0,Yes,No,Yes,Yes,No,,No
Live,2026-05-16,PO #00299,PSA Airlines,KCAK → KMCI,C310,N6209X,Miller Aviation,Net 30,8500.0,7308.0,1192.0,Jonny 1%,OFA Biz Acct,PSA ACH #402692,73.08,7308.0,0.0,7381.08,Yes,No,Yes,Yes,No,,No
Live,2026-05-16,PO #00298,PSA Airlines,KCAK → KMCI,Piper Cheyenne,N154CA,FedAir (Mario),Net 30,21000.0,19500.0,1500.0,Jonny 1%,OFA Biz Acct,PSA ACH #402692,195.0,19500.0,0.0,19695.0,Yes,No,Yes,Yes,No,,No
Live,2026-05-13,PO #00297,PSA Airlines,KDFW → KGSP,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,14500.0,9979.0,4521.0,Jonny 1%,OFA Biz Acct,PSA ACH #402573,99.79,9979.0,0.0,10078.79,Yes,No,Yes,Yes,No,,No
Live,2026-05-12,PO #00296,PSA Airlines,KCKB → KGSP,C310,N5336C,Miller Aviation,Net 30,6900.0,5600.0,1300.0,Jonny 1%,OFA Biz Acct,PSA ACH #402461,56.0,5600.0,0.0,5656.0,Yes,No,Yes,Yes,No,,No
Live,2026-05-10,PO #00295,PSA Airlines,KGSP → KMAF,Barron,N4380W,Axio,Net 30,15500.0,14333.0,1167.0,Jonny 1%,OFA Biz Acct,PSA ACH #402461,143.33,14333.0,0.0,14476.33,Yes,No,Yes,Yes,No,,No
Live,2026-05-08,PO #00294,PSA Airlines,KCKB → KGRR,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,11100.0,9711.25,1388.75,Jonny 1%,OFA Biz Acct,PSA ACH #402342,97.11,9711.25,0.0,9808.36,Yes,No,Yes,Yes,No,,No
Live,2026-05-07,PO #00292,PSA Airlines,KCVG → KDFW,C310,N1908G,AIR Z FLYING SERVICE (Larry),Net 30,13000.0,10450.0,2550.0,Jonny 1%,OFA Biz Acct,PSA ACH #402342,104.5,10450.0,0.0,10554.5,Yes,No,Yes,Yes,No,,No
Live,2026-05-07,PO #00293,PSA Airlines,KNQA → KIAD,Baron 58,N4380W,Axio,Net 30,9400.0,8240.0,1160.0,Jonny 1%,OFA Biz Acct,PSA ACH #402342,82.4,8240.0,0.0,8322.4,Yes,No,Yes,Yes,No,,No
Live,2026-05-07,PO #00291,PSA Airlines,KCVG → KTUL,Piper Cheyenne,N154CA,FedAir (Mario),Net 30,18900.0,17800.0,1100.0,Jonny 1%,OFA Biz Acct,PSA ACH #402342,178.0,17800.0,0.0,17978.0,Yes,No,Yes,Yes,No,,No
Live,2026-05-06,PO #00290,PSA Airlines,KCAK → KIAD,C310,N1908G,Air Z Flying Service Inc,Net 30,5500.0,3900.0,1600.0,Jonny 1%,OFA Biz Acct,PSA ACH #402342,39.0,3900.0,0.0,3939.0,Yes,No,Yes,Yes,No,,No
Live,2026-05-05,PO #00289,PSA Airlines,KCKB → KDFW,C310,N2738B,"Sonrise Aviation, LLC",Net 30,12500.0,10833.92,1666.08,Jonny 1%,OFA Biz Acct,PSA ACH #402342,108.34,10833.92,0.0,10942.26,Yes,No,Yes,Yes,No,,No
Live,2026-05-03,PO #00288,PSA Airlines,KCKB → KDFW,C310,N5336C,Miller Aviation,Net 30,12500.0,11433.92,1066.08,Jonny 1%,OFA Biz Acct,PSA ACH #402208,114.34,11433.92,0.0,11548.26,Yes,No,Yes,Yes,No,,No
Live,2026-05-02,PO #00287,PSA Airlines,KCKB → KTYS,C310,N5336C,Miller Aviation,Net 30,6500.0,4900.0,1600.0,Jonny 1%,OFA Biz Acct,PSA ACH #402208,49.0,4900.0,0.0,4949.0,Yes,No,Yes,Yes,No,,No
Live,2026-05-01,PO #00286,PSA Airlines,KORF → KBTV,C310,N15TV,Ace Transport Service Inc,Net 30,10250.0,8635.6,1614.4,Jonny 1%,OFA Biz Acct,PSA ACH #402009,86.36,8635.6,0.0,8721.96,Yes,No,Yes,Yes,No,,No
Live,2026-04-30,PO #00285,PSA Airlines,KORF → KBTV,TBM,N651WB,Contrail Inc,Net 30,11500.0,10249.95,1250.05,Jonny 1%,OFA Biz Acct,PSA ACH #402009,102.5,10249.95,0.0,10352.45,Yes,No,Yes,Yes,No,,No
Live,2026-04-30,PO #00284,PSA Airlines,KCLT → KBHM → KCLT,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,9650.0,8394.38,1255.62,Jonny 1%,OFA Biz Acct,PSA ACH #402009,83.94,8394.38,0.0,8478.32,Yes,No,Yes,Yes,No,,No
Live,2026-04-28,PO #00282,PSA Airlines,KGSP → KMSP,King Air 200,N989LA,Axio,Net 30,24900.0,23695.0,1205.0,Jonny 1%,OFA Biz Acct,PSA ACH #402009,236.95,23695.0,0.0,23931.95,Yes,No,Yes,Yes,No,,No
Live,2026-04-28,PO #00283,PSA Airlines,KDAY → KATL,C310,N98DM,"Sonrise Aviation, LLC",Net 30,7000.0,5413.82,1586.18,Jonny 1%,OFA Biz Acct,PSA ACH #402009,54.14,5413.82,0.0,5467.96,Yes,No,Yes,Yes,No,,No
Live,2026-04-27,PO #00281,PSA Airlines,KORF → KXNA,TBM,N651WB,Contrail Inc,Net 30,19900.0,18675.0,1225.0,Jonny 1%,OFA Biz Acct,PSA ACH #402009,186.75,18675.0,0.0,18861.75,Yes,No,Yes,Yes,No,,No
Live,2026-04-22,PO #00503,Endeavor Air,KHSV → KDTW,C404,N80BS,"Sonrise Aviation, LLC",Net 30,8512.0,7077.0,1435.0,Jonny 1%,OFA Biz Acct,Endeavor ACH #601202000011489,70.77,7077.0,0.0,7147.77,Yes,No,Yes,Yes,No,,No
Live,2026-04-22,PO #00280,PSA Airlines,KCLT → KDFW,King Air 90,N643EA,EXECUTIVE SHUTTLE,Net 30,14900.0,13832.68,1067.32,Jonny 1%,OFA Biz Acct,PSA ACH #401823,138.33,13832.68,0.0,13971.01,Yes,No,Yes,Yes,No,,No
Live,2026-04-20,PO #00278,PSA Airlines,KCKB → KSAV,C310,N5336C,Miller Aviation,Net 30,8600.0,7508.0,1092.0,Jonny 1%,OFA Biz Acct,PSA ACH #401823,75.08,7508.0,0.0,7583.08,Yes,No,Yes,Yes,No,,No
Live,2026-04-20,PO #00279,PSA Airlines,KDAY → KPHL,C310,N2738B,"Sonrise Aviation, LLC",Net 30,6800.0,5680.8,1119.2,Jonny,OFA Biz Acct,PSA ACH #401823,56.81,5680.8,0.0,5680.8,Yes,No,Yes,Yes,No,,No
Live,2026-04-19,PO #00277,PSA Airlines,KCLT → KPHL,B58,N4380W,Axio,Net 30,8500.0,6934.0,1566.0,Jonny,OFA Biz Acct,PSA ACH #401668,69.34,6934.0,0.0,6934.0,Yes,No,Yes,Yes,No,,No
Live,2026-04-18,PO#B00275,PSA Airlines,,,,,Net 30,5547.5,4969.74,577.76,Jonny 1%,OFA Biz Acct,PSA ACH #401668,49.7,4969.74,0.0,5019.44,Yes,No,Yes,Yes,No,,No
Live,2026-04-18,PO#A00275,PSA Airlines,,,,,Net 30,10652.5,9800.0,852.5,Jonny 1%,OFA Biz Acct,PSA ACH #401668,98.0,9800.0,0.0,9898.0,Yes,No,Yes,Yes,No,,No
Live,2026-04-18,PO #00276,PSA Airlines,KGSP → KDSM,King Air 200,N989LA,Axio,Net 30,18500.0,15434.0,3066.0,Jonny,OFA Biz Acct,PSA ACH #401668,154.34,15434.0,0.0,15434.0,Yes,No,Yes,Yes,No,,No
Live,2026-04-17,PO #00273,PSA Airlines,KDAY → KJAN,C310,N2738B,"Sonrise Aviation, LLC",Net 30,8450.0,6995.0,1455.0,Jonny,OFA Biz Acct,PSA ACH #401668,69.95,6995.0,0.0,6995.0,Yes,No,Yes,Yes,No,,No
Live,2026-04-17,PO #00274,PSA Airlines,KGSP → KORF,C90,N643EA,EXECUTIVE SHUTTLE,Net 30,7900.0,6834.0,1066.0,Jonny,OFA Biz Acct,PSA ACH #401486,68.34,6834.0,0.0,6834.0,Yes,No,Yes,Yes,No,,No
Live,2026-04-13,PO #00272,PSA Airlines,KCKB → KCLT,C310,N3248M,"Sonrise Aviation, LLC",Net 30,6500.0,5130.0,1370.0,Jonny,OFA Biz Acct,PSA ACH#401359,51.3,5130.0,0.0,5130.0,Yes,No,Yes,Yes,No,,No
Live,2026-04-11,PO #00271,PSA Airlines,KCLT → KORF → KBTV,Baron 58,N4380W,Axio,Net 30,12100.0,10316.0,1784.0,Jonny,OFA Biz Acct,PSA ACH#401359,103.16,10316.0,0.0,10316.0,Yes,No,Yes,Yes,No,,No
Live,2026-04-08,PO #00269,PSA Airlines,KCLT → KIAD,Baron ,N758CA,Axio,Net 30,7000.0,5359.0,1641.0,Jonny 1%,OFA Biz Acct,PSA ACH# 401236,53.59,5359.0,0.0,5412.59,Yes,No,Yes,Yes,No,,No
Live,2026-04-08,PO #00270,PSA Airlines,KDAY → KCAK → KMKE,C310,N3284M,"Sonrise Aviation, LLC",Net 30,6100.0,4474.74,1625.26,Jonny 1%,OFA Biz Acct,PSA ACH# 401236,44.75,4474.74,0.0,4519.49,Yes,No,Yes,Yes,No,,No
Live,2026-03-31,PO #00268,PSA Airlines,KCLT → KIAD,KA 90,N643EA,Exec Shuttle,Net 30,9600.0,8438.38,1161.62,Jonny 1%,OFA Biz Acct,PSA ACH #400801,84.38,8438.38,0.0,8522.76,Yes,No,Yes,Yes,No,,No
Live,2026-03-31,PO #00600,Trans North,KDAY → KFTY,Citation Bravo,N510CN,Zanesville Aviation,Net 30,21106.0,20208.0,898.0,Jonny 1%,,1597,202.08,20208.0,0.0,20410.08,Yes,No,Yes,Yes,No,,No
Live,2026-03-30,PO #00267,PSA,KCAK → KMEM,Aerostar,N52MG,Castle Aviation,Net 30,6550.0,5150.0,1400.0,Jonny 1%,OFA Biz Acct,PSA ACH #400801,51.5,5150.0,0.0,5201.5,Yes,No,Yes,Yes,No,,No
Live,2026-03-28,PO #00266,PSA,KCLT → KJFK,KA 90,,Exec Shuttle,Net 30,14300.0,12970.0,1330.0,Jonny 1%,OFA Biz Acct,PSA ACH #400801,129.7,12970.0,0.0,13099.7,Yes,No,Yes,Yes,No,,No
Live,2026-03-26,PO #00265,PSA,KDAY → KMSP,C310,,Sonrise,Net 30,7800.0,6901.24,898.76,Jonny 1%,OFA Biz Acct,PSA ACH #400629,69.01,6901.24,0.0,6970.25,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-26,PO #00264,PSA,KCVG → KMCI,C310,,Sonrise,Net 30,8500.0,7183.0,1317.0,Jonny 1%,OFA Biz Acct,PSA ACH #400629,71.83,7183.0,0.0,7254.83,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-24,PO #00263,PSA,KGSP → KDAY,,,Axio,Net 30,6500.0,4800.0,1700.0,Jonny 1%,OFA Biz Acct,PSA ACH #400629,48.0,4800.0,0.0,4848.0,Yes,Yes,Yes,Yes,No,,No
Live,2026-03-23,PO #00262,PSA,KCLT → KBUF,C90,,Exec Shuttle,Net 30,11900.0,10209.13,1690.87,Jonny 1%,OFA Biz Acct,PSA ACH #400484,102.09,10209.13,0.0,10311.22,Yes,Yes,Yes,Yes,No,,No
